dataset,sample,task,pipeline,score
v4,magic,keywords,D_qwen_direct,0.4444444444444445
v4,magic,intent,A_oracle,1.0
v4,magic,intent,B_whisper_cascade,1.0
v4,magic,intent,C_qwen_transcript,1.0
v4,magic,intent,D_qwen_direct,1.0
v4,mountain,summarization,A_oracle,0.6249999999999999
v4,mountain,summarization,B_whisper_cascade,0.6538461538461539
v4,mountain,summarization,C_qwen_transcript,0.6274509803921569
v4,mountain,summarization,D_qwen_direct,0.3333333333333333
v4,mountain,sentiment,A_oracle,1.0
v4,mountain,sentiment,B_whisper_cascade,1.0
v4,mountain,sentiment,C_qwen_transcript,1.0
v4,mountain,sentiment,D_qwen_direct,1.0
v4,mountain,keywords,A_oracle,0.26666666666666666
v4,mountain,keywords,B_whisper_cascade,0.13333333333333333
v4,mountain,keywords,C_qwen_transcript,0.42857142857142855
v4,mountain,keywords,D_qwen_direct,0.7272727272727273
v4,mountain,intent,A_oracle,0.0
v4,mountain,intent,B_whisper_cascade,0.0
v4,mountain,intent,C_qwen_transcript,0.0
v4,mountain,intent,D_qwen_direct,0.0
v4,mystery,summarization,A_oracle,0.2857142857142857
v4,mystery,summarization,B_whisper_cascade,0.3055555555555555
v4,mystery,summarization,C_qwen_transcript,0.3013698630136986
v4,mystery,summarization,D_qwen_direct,0.20253164556962022
v4,mystery,sentiment,A_oracle,1.0
v4,mystery,sentiment,B_whisper_cascade,1.0
v4,mystery,sentiment,C_qwen_transcript,1.0
v4,mystery,sentiment,D_qwen_direct,1.0
v4,mystery,keywords,A_oracle,0.23529411764705882
v4,mystery,keywords,B_whisper_cascade,0.11764705882352941
v4,mystery,keywords,C_qwen_transcript,0.11764705882352941
v4,mystery,keywords,D_qwen_direct,0.0
v4,mystery,intent,A_oracle,1.0
v4,mystery,intent,B_whisper_cascade,1.0
v4,mystery,intent,C_qwen_transcript,1.0
v4,mystery,intent,D_qwen_direct,0.0
v4,princess,summarization,A_oracle,0.6818181818181819
v4,princess,summarization,B_whisper_cascade,0.7272727272727272
v4,princess,summarization,C_qwen_transcript,0.2388059701492537
v4,princess,summarization,D_qwen_direct,0.2727272727272727
v4,princess,sentiment,A_oracle,1.0
v4,princess,sentiment,B_whisper_cascade,1.0
v4,princess,sentiment,C_qwen_transcript,1.0
v4,princess,sentiment,D_qwen_direct,1.0
v4,princess,keywords,A_oracle,0.6666666666666666
v4,princess,keywords,B_whisper_cascade,0.26666666666666666
v4,princess,keywords,C_qwen_transcript,0.30769230769230765
v4,princess,keywords,D_qwen_direct,0.6153846153846153
v4,princess,intent,A_oracle,1.0
v4,princess,intent,B_whisper_cascade,0.0
v4,princess,intent,C_qwen_transcript,0.0
v4,princess,intent,D_qwen_direct,0.0
v4,rainbow,summarization,A_oracle,0.2857142857142857
v4,rainbow,summarization,B_whisper_cascade,0.21428571428571427
v4,rainbow,summarization,C_qwen_transcript,0.3214285714285714
v4,rainbow,summarization,D_qwen_direct,0.1509433962264151
v4,rainbow,sentiment,A_oracle,1.0
v4,rainbow,sentiment,B_whisper_cascade,1.0
v4,rainbow,sentiment,C_qwen_transcript,1.0
v4,rainbow,sentiment,D_qwen_direct,0.0
v4,rainbow,keywords,A_oracle,0.3157894736842105
v4,rainbow,keywords,B_whisper_cascade,0.11764705882352941
v4,rainbow,keywords,C_qwen_transcript,0.11764705882352941
v4,rainbow,keywords,D_qwen_direct,0.0
v4,rainbow,intent,A_oracle,1.0
v4,rainbow,intent,B_whisper_cascade,1.0
v4,rainbow,intent,C_qwen_transcript,1.0
v4,rainbow,intent,D_qwen_direct,1.0
v4,reality,summarization,A_oracle,0.3076923076923077
v4,reality,summarization,B_whisper_cascade,0.06451612903225808
v4,reality,summarization,C_qwen_transcript,0.10714285714285714
v4,reality,summarization,D_qwen_direct,0.0
v4,reality,sentiment,A_oracle,1.0
v4,reality,sentiment,B_whisper_cascade,1.0
v4,reality,sentiment,C_qwen_transcript,1.0
v4,reality,sentiment,D_qwen_direct,1.0
v4,reality,keywords,A_oracle,0.75
v4,reality,keywords,B_whisper_cascade,0.6666666666666666
v4,reality,keywords,C_qwen_transcript,0.75
v4,reality,keywords,D_qwen_direct,0.8333333333333333
v4,reality,intent,A_oracle,1.0
v4,reality,intent,B_whisper_cascade,1.0
v4,reality,intent,C_qwen_transcript,1.0
v4,reality,intent,D_qwen_direct,1.0
v4,skill,summarization,A_oracle,0.3333333333333333
v4,skill,summarization,B_whisper_cascade,0.2439024390243903
v4,skill,summarization,C_qwen_transcript,0.2469135802469136
v4,skill,summarization,D_qwen_direct,0.15584415584415587
v4,skill,sentiment,A_oracle,1.0
v4,skill,sentiment,B_whisper_cascade,1.0
v4,skill,sentiment,C_qwen_transcript,1.0
v4,skill,sentiment,D_qwen_direct,1.0
v4,skill,keywords,A_oracle,0.3529411764705882
v4,skill,keywords,B_whisper_cascade,0.23529411764705882
v4,skill,keywords,C_qwen_transcript,0.11764705882352941
v4,skill,keywords,D_qwen_direct,0.0
v4,skill,intent,A_oracle,1.0
v4,skill,intent,B_whisper_cascade,1.0
v4,skill,intent,C_qwen_transcript,1.0
v4,skill,intent,D_qwen_direct,1.0
v4,soldier,summarization,A_oracle,0.2716049382716049
v4,soldier,summarization,B_whisper_cascade,0.32
v4,soldier,summarization,C_qwen_transcript,0.2857142857142857
v4,soldier,summarization,D_qwen_direct,0.38961038961038963
v4,soldier,sentiment,A_oracle,1.0
v4,soldier,sentiment,B_whisper_cascade,0.0
v4,soldier,sentiment,C_qwen_transcript,1.0
v4,soldier,sentiment,D_qwen_direct,1.0
v4,soldier,keywords,A_oracle,0.14285714285714285
v4,soldier,keywords,B_whisper_cascade,0.25
v4,soldier,keywords,C_qwen_transcript,0.23529411764705882
v4,soldier,keywords,D_qwen_direct,0.4615384615384615
v4,soldier,intent,A_oracle,1.0
v4,soldier,intent,B_whisper_cascade,0.0
v4,soldier,intent,C_qwen_transcript,0.0
v4,soldier,intent,D_qwen_direct,1.0
v4,violin,summarization,A_oracle,0.3157894736842105
v4,violin,summarization,B_whisper_cascade,0.38461538461538464
v4,violin,summarization,C_qwen_transcript,0.19047619047619047
v4,violin,summarization,D_qwen_direct,0.23880597014925378
v4,violin,sentiment,A_oracle,1.0
v4,violin,sentiment,B_whisper_cascade,1.0
v4,violin,sentiment,C_qwen_transcript,1.0
v4,violin,sentiment,D_qwen_direct,0.0
v4,violin,keywords,A_oracle,0.6666666666666666
v4,violin,keywords,B_whisper_cascade,0.6666666666666666
v4,violin,keywords,C_qwen_transcript,0.6666666666666666
v4,violin,keywords,D_qwen_direct,0.14285714285714285
v4,violin,intent,A_oracle,1.0
v4,violin,intent,B_whisper_cascade,1.0
v4,violin,intent,C_qwen_transcript,0.0
v4,violin,intent,D_qwen_direct,0.0
v4,woman,summarization,A_oracle,0.4473684210526316
v4,woman,summarization,B_whisper_cascade,0.37837837837837834
v4,woman,summarization,C_qwen_transcript,0.3658536585365854
v4,woman,summarization,D_qwen_direct,0.30588235294117644
v4,woman,sentiment,A_oracle,1.0
v4,woman,sentiment,B_whisper_cascade,1.0
v4,woman,sentiment,C_qwen_transcript,1.0
v4,woman,sentiment,D_qwen_direct,1.0
v4,woman,keywords,A_oracle,0.3529411764705882
v4,woman,keywords,B_whisper_cascade,0.26666666666666666
v4,woman,keywords,C_qwen_transcript,0.3529411764705882
v4,woman,keywords,D_qwen_direct,0.14285714285714285
v4,woman,intent,A_oracle,1.0
v4,woman,intent,B_whisper_cascade,1.0
v4,woman,intent,C_qwen_transcript,1.0
v4,woman,intent,D_qwen_direct,1.0
v5,attention,summarization,A_oracle,0.196
v5,attention,summarization,B_whisper_cascade,0.375
v5,attention,summarization,C_qwen_transcript,0.324
v5,attention,summarization,D_qwen_direct,0.4
v5,attention,sentiment,A_oracle,1.0
v5,attention,sentiment,B_whisper_cascade,1.0
v5,attention,sentiment,C_qwen_transcript,1.0
v5,attention,sentiment,D_qwen_direct,0.0
v5,attention,keywords,A_oracle,0.37495275590551186
v5,attention,keywords,B_whisper_cascade,0.26679104477611937
v5,attention,keywords,C_qwen_transcript,0.26679104477611937
v5,attention,keywords,D_qwen_direct,0.12498425196850392
v5,attention,intent,A_oracle,0.0
v5,attention,intent,B_whisper_cascade,0.0
v5,attention,intent,C_qwen_transcript,0.0
v5,attention,intent,D_qwen_direct,0.0
v5,chocolate,summarization,A_oracle,0.333
v5,chocolate,summarization,B_whisper_cascade,0.278
v5,chocolate,summarization,C_qwen_transcript,0.274
v5,chocolate,summarization,D_qwen_direct,0.453
v5,chocolate,sentiment,A_oracle,0.0
v5,chocolate,sentiment,B_whisper_cascade,0.0
v5,chocolate,sentiment,C_qwen_transcript,0.0
v5,chocolate,sentiment,D_qwen_direct,1.0
v5,chocolate,keywords,A_oracle,0.23539094650205764
v5,chocolate,keywords,B_whisper_cascade,0.35308641975308636
v5,chocolate,keywords,C_qwen_transcript,0.0
v5,chocolate,keywords,D_qwen_direct,0.35308641975308636
v5,chocolate,intent,A_oracle,0.0
v5,chocolate,intent,B_whisper_cascade,0.0
v5,chocolate,intent,C_qwen_transcript,0.0
v5,chocolate,intent,D_qwen_direct,0.0
v5,comparison,summarization,A_oracle,0.25
v5,comparison,summarization,B_whisper_cascade,0.274
v5,comparison,summarization,C_qwen_transcript,0.274
v5,comparison,summarization,D_qwen_direct,0.2
v5,comparison,sentiment,A_oracle,0.0
v5,comparison,sentiment,B_whisper_cascade,0.0
v5,comparison,sentiment,C_qwen_transcript,0.0
v5,comparison,sentiment,D_qwen_direct,1.0
v5,comparison,keywords,A_oracle,0.333
v5,comparison,keywords,B_whisper_cascade,0.3077156704361874
v5,comparison,keywords,C_qwen_transcript,0.3077156704361874
v5,comparison,keywords,D_qwen_direct,0.167
v5,comparison,intent,A_oracle,1.0
v5,comparison,intent,B_whisper_cascade,1.0
v5,comparison,intent,C_qwen_transcript,1.0
v5,comparison,intent,D_qwen_direct,0.0
v5,gay,summarization,A_oracle,0.211
v5,gay,summarization,B_whisper_cascade,0.177
v5,gay,summarization,C_qwen_transcript,0.261
v5,gay,summarization,D_qwen_direct,0.152
v5,gay,sentiment,A_oracle,0.0
v5,gay,sentiment,B_whisper_cascade,0.0
v5,gay,sentiment,C_qwen_transcript,0.0
v5,gay,sentiment,D_qwen_direct,0.0
v5,gay,keywords,A_oracle,0.167
v5,gay,keywords,B_whisper_cascade,0.0
v5,gay,keywords,C_qwen_transcript,0.36343792633015004
v5,gay,keywords,D_qwen_direct,0.1540709677419355
v5,gay,intent,A_oracle,1.0
v5,gay,intent,B_whisper_cascade,1.0
v5,gay,intent,C_qwen_transcript,0.0
v5,gay,intent,D_qwen_direct,1.0
v5,healthcare,summarization,A_oracle,0.127
v5,healthcare,summarization,B_whisper_cascade,0.152
v5,healthcare,summarization,C_qwen_transcript,0.125
v5,healthcare,summarization,D_qwen_direct,0.113
v5,healthcare,sentiment,A_oracle,0.0
v5,healthcare,sentiment,B_whisper_cascade,0.0
v5,healthcare,sentiment,C_qwen_transcript,0.0
v5,healthcare,sentiment,D_qwen_direct,0.0
v5,healthcare,keywords,A_oracle,0.3077156704361874
v5,healthcare,keywords,B_whisper_cascade,0.0
v5,healthcare,keywords,C_qwen_transcript,0.0
v5,healthcare,keywords,D_qwen_direct,0.0
v5,healthcare,intent,A_oracle,1.0
v5,healthcare,intent,B_whisper_cascade,1.0
v5,healthcare,intent,C_qwen_transcript,0.0
v5,healthcare,intent,D_qwen_direct,0.0
v5,her,summarization,A_oracle,0.127
v5,her,summarization,B_whisper_cascade,0.094
v5,her,summarization,C_qwen_transcript,0.13
v5,her,summarization,D_qwen_direct,0.069
v5,her,sentiment,A_oracle,0.0
v5,her,sentiment,B_whisper_cascade,0.0
v5,her,sentiment,C_qwen_transcript,0.0
v5,her,sentiment,D_qwen_direct,0.0
v5,her,keywords,A_oracle,0.249906191369606
v5,her,keywords,B_whisper_cascade,0.12509363295880152
v5,her,keywords,C_qwen_transcript,0.249906191369606
v5,her,keywords,D_qwen_direct,0.249906191369606
v5,her,intent,A_oracle,0.0
v5,her,intent,B_whisper_cascade,0.0
v5,her,intent,C_qwen_transcript,0.0
v5,her,intent,D_qwen_direct,0.0
v5,kill,summarization,A_oracle,0.156
v5,kill,summarization,B_whisper_cascade,0.15
v5,kill,summarization,C_qwen_transcript,0.156
v5,kill,summarization,D_qwen_direct,0.123
v5,kill,sentiment,A_oracle,0.0
v5,kill,sentiment,B_whisper_cascade,0.0
v5,kill,sentiment,C_qwen_transcript,0.0
v5,kill,sentiment,D_qwen_direct,1.0
v5,kill,keywords,A_oracle,0.249906191369606
v5,kill,keywords,B_whisper_cascade,0.42857142857142855
v5,kill,keywords,C_qwen_transcript,0.42857142857142855
v5,kill,keywords,D_qwen_direct,0.1540709677419355
v5,kill,intent,A_oracle,1.0
v5,kill,intent,B_whisper_cascade,1.0
v5,kill,intent,C_qwen_transcript,1.0
v5,kill,intent,D_qwen_direct,1.0
v5,smoking,summarization,A_oracle,0.136
v5,smoking,summarization,B_whisper_cascade,0.217
v5,smoking,summarization,C_qwen_transcript,0.265
v5,smoking,summarization,D_qwen_direct,0.203
v5,smoking,sentiment,A_oracle,0.0
v5,smoking,sentiment,B_whisper_cascade,0.0
v5,smoking,sentiment,C_qwen_transcript,0.0
v5,smoking,sentiment,D_qwen_direct,0.0
v5,smoking,keywords,A_oracle,0.40018656716417905
v5,smoking,keywords,B_whisper_cascade,0.40018656716417905
v5,smoking,keywords,C_qwen_transcript,0.429
v5,smoking,keywords,D_qwen_direct,0.26679104477611937
v5,smoking,intent,A_oracle,1.0
v5,smoking,intent,B_whisper_cascade,1.0
v5,smoking,intent,C_qwen_transcript,1.0
v5,smoking,intent,D_qwen_direct,1.0
v5,tiger,summarization,A_oracle,0.19
v5,tiger,summarization,B_whisper_cascade,0.133
v5,tiger,summarization,C_qwen_transcript,0.222
v5,tiger,summarization,D_qwen_direct,0.194
v5,tiger,sentiment,A_oracle,0.0
v5,tiger,sentiment,B_whisper_cascade,0.0
v5,tiger,sentiment,C_qwen_transcript,0.0
v5,tiger,sentiment,D_qwen_direct,1.0
v5,tiger,keywords,A_oracle,0.37495275590551186
v5,tiger,keywords,B_whisper_cascade,0.35308641975308636
v5,tiger,keywords,C_qwen_transcript,0.35308641975308636
v5,tiger,keywords,D_qwen_direct,0.35308641975308636
v5,tiger,intent,A_oracle,0.0
v5,tiger,intent,B_whisper_cascade,0.0
v5,tiger,intent,C_qwen_transcript,0.0
v5,tiger,intent,D_qwen_direct,0.0
v6,arts,summarization,A_oracle,0.32911392405063294
v6,arts,summarization,B_whisper_cascade,0.23529411764705885
v6,arts,summarization,C_qwen_transcript,0.463768115942029
v6,arts,summarization,D_qwen_direct,0.28571428571428575
v6,arts,sentiment,A_oracle,1.0
v6,arts,sentiment,B_whisper_cascade,1.0
v6,arts,sentiment,C_qwen_transcript,0.0
v6,arts,sentiment,D_qwen_direct,1.0
v6,arts,keywords,A_oracle,0.4615384615384615
v6,arts,keywords,B_whisper_cascade,0.42857142857142855
v6,arts,keywords,C_qwen_transcript,0.4
v6,arts,keywords,D_qwen_direct,0.16666666666666666
v6,arts,intent,A_oracle,0.0
v6,arts,intent,B_whisper_cascade,1.0
v6,arts,intent,C_qwen_transcript,0.0
v6,arts,intent,D_qwen_direct,0.0
v6,believe,summarization,A_oracle,0.1971830985915493
v6,believe,summarization,B_whisper_cascade,0.23529411764705885
v6,believe,summarization,C_qwen_transcript,0.2077922077922078
v6,believe,summarization,D_qwen_direct,0.2666666666666666
v6,believe,sentiment,A_oracle,1.0
v6,believe,sentiment,B_whisper_cascade,1.0
v6,believe,sentiment,C_qwen_transcript,1.0
v6,believe,sentiment,D_qwen_direct,1.0
v6,believe,keywords,A_oracle,0.3636363636363636
v6,believe,keywords,B_whisper_cascade,0.26666666666666666
v6,believe,keywords,C_qwen_transcript,0.3076923076923077
v6,believe,keywords,D_qwen_direct,0.0
v6,believe,intent,A_oracle,0.0
v6,believe,intent,B_whisper_cascade,0.0
v6,believe,intent,C_qwen_transcript,0.0
v6,believe,intent,D_qwen_direct,0.0
v6,brain,summarization,A_oracle,0.375
v6,brain,summarization,B_whisper_cascade,0.24324324324324323
v6,brain,summarization,C_qwen_transcript,0.375
v6,brain,summarization,D_qwen_direct,0.21917808219178084
v6,brain,sentiment,A_oracle,1.0
v6,brain,sentiment,B_whisper_cascade,1.0
v6,brain,sentiment,C_qwen_transcript,1.0
v6,brain,sentiment,D_qwen_direct,1.0
v6,brain,keywords,A_oracle,0.15384615384615385
v6,brain,keywords,B_whisper_cascade,0.14285714285714285
v6,brain,keywords,C_qwen_transcript,0.15384615384615385
v6,brain,keywords,D_qwen_direct,0.5
v6,brain,intent,A_oracle,1.0
v6,brain,intent,B_whisper_cascade,1.0
v6,brain,intent,C_qwen_transcript,1.0
v6,brain,intent,D_qwen_direct,1.0
v6,fat,summarization,A_oracle,0.16326530612244897
v6,fat,summarization,B_whisper_cascade,0.16949152542372883
v6,fat,summarization,C_qwen_transcript,0.10714285714285716
v6,fat,summarization,D_qwen_direct,0.23529411764705882
v6,fat,sentiment,A_oracle,0.0
v6,fat,sentiment,B_whisper_cascade,0.0
v6,fat,sentiment,C_qwen_transcript,0.0
v6,fat,sentiment,D_qwen_direct,0.0
v6,fat,keywords,A_oracle,0.16666666666666666
v6,fat,keywords,B_whisper_cascade,0.14285714285714285
v6,fat,keywords,C_qwen_transcript,0.26666666666666666
v6,fat,keywords,D_qwen_direct,0.0
v6,fat,intent,A_oracle,0.0
v6,fat,intent,B_whisper_cascade,0.0
v6,fat,intent,C_qwen_transcript,0.0
v6,fat,intent,D_qwen_direct,0.0
v6,musician,summarization,A_oracle,0.13114754098360656
v6,musician,summarization,B_whisper_cascade,0.07317073170731707
v6,musician,summarization,C_qwen_transcript,0.11940298507462685
v6,musician,summarization,D_qwen_direct,0.052631578947368425
v6,musician,sentiment,A_oracle,1.0
v6,musician,sentiment,B_whisper_cascade,1.0
v6,musician,sentiment,C_qwen_transcript,1.0
v6,musician,sentiment,D_qwen_direct,1.0
v6,musician,keywords,A_oracle,0.4
v6,musician,keywords,B_whisper_cascade,0.42857142857142855
v6,musician,keywords,C_qwen_transcript,0.5333333333333333
v6,musician,keywords,D_qwen_direct,0.5454545454545454
v6,musician,intent,A_oracle,0.0
v6,musician,intent,B_whisper_cascade,0.0
v6,musician,intent,C_qwen_transcript,0.0
v6,musician,intent,D_qwen_direct,0.0
v6,question,summarization,A_oracle,0.19047619047619047
v6,question,summarization,B_whisper_cascade,0.14705882352941177
v6,question,summarization,C_qwen_transcript,0.12307692307692307
v6,question,summarization,D_qwen_direct,0.0816326530612245
v6,question,sentiment,A_oracle,1.0
v6,question,sentiment,B_whisper_cascade,1.0
v6,question,sentiment,C_qwen_transcript,1.0
v6,question,sentiment,D_qwen_direct,0.0
v6,question,keywords,A_oracle,0.13333333333333333
v6,question,keywords,B_whisper_cascade,0.0
v6,question,keywords,C_qwen_transcript,0.11764705882352941
v6,question,keywords,D_qwen_direct,0.0
v6,question,intent,A_oracle,0.0
v6,question,intent,B_whisper_cascade,0.0
v6,question,intent,C_qwen_transcript,0.0
v6,question,intent,D_qwen_direct,0.0
v6,society,summarization,A_oracle,0.2545454545454546
v6,society,summarization,B_whisper_cascade,0.2807017543859649
v6,society,summarization,C_qwen_transcript,0.27118644067796616
v6,society,summarization,D_qwen_direct,0.05128205128205128
v6,society,sentiment,A_oracle,1.0
v6,society,sentiment,B_whisper_cascade,1.0
v6,society,sentiment,C_qwen_transcript,1.0
v6,society,sentiment,D_qwen_direct,0.0
v6,society,keywords,A_oracle,0.26666666666666666
v6,society,keywords,B_whisper_cascade,0.26666666666666666
v6,society,keywords,C_qwen_transcript,0.0
v6,society,keywords,D_qwen_direct,0.0
v6,society,intent,A_oracle,0.0
v6,society,intent,B_whisper_cascade,0.0
v6,society,intent,C_qwen_transcript,0.0
v6,society,intent,D_qwen_direct,1.0
